"hx","slr0","slr25","slr50"
583,4.1800840028694e-05,3.07215664099303e-05,2.21404820813786e-05
584,4.05533905407651e-05,2.97816400829376e-05,2.14455760699783e-05
585,3.93443574739916e-05,2.88713886683611e-05,2.07731760875074e-05
586,3.8172521209745e-05,2.7989846364429e-05,2.01225307475683e-05
587,3.70367020054996e-05,2.71360797409193e-05,1.94929144978762e-05
588,3.59357586539044e-05,2.63091866249399e-05,1.88836267074333e-05
589,3.48685871858212e-05,2.55082950196828e-05,1.82939907854562e-05
590,3.38341196295389e-05,2.47325620714722e-05,1.77233533319443e-05
591,3.28313227895283e-05,2.39811730627926e-05,1.71710833203331e-05
592,3.18591970935866e-05,2.32533404502799e-05,1.66365713104577e-05
593,3.09167754570794e-05,2.25483029266949e-05,1.61192286858292e-05
594,3.00031222033592e-05,2.18653245265266e-05,1.56184869244402e-05
595,2.91173320061677e-05,2.12036937554672e-05,1.51337968913312e-05
596,2.82585288882142e-05,2.05627227535254e-05,1.46646281586893e-05
597,2.7425865231967e-05,1.9941746488783e-05,1.4210468350262e-05
598,2.66185208392944e-05,1.93401219733547e-05,1.37708225091959e-05
599,2.58357020204159e-05,1.87572275179848e-05,1.33452124879696e-05
600,2.50766407048353e-05,1.81924620012985e-05,1.29331763628615e-05
601,2.43405935986818e-05,1.76452441704722e-05,1.2534267865405e-05
602,2.36268413615903e-05,1.7115011967106e-05,1.2148055837824e-05
603,2.29346878080072e-05,1.66012218740796e-05,1.17741237055657e-05
604,2.22634591402482e-05,1.61033482847239e-05,1.14120689711505e-05
605,2.16125032108661e-05,1.56208828991922e-05,1.10615027234529e-05
606,2.09811888045586e-05,1.51533341340437e-05,1.07220491659676e-05
607,2.0368904954271e-05,1.47002265582508e-05,1.03933451627292e-05
608,1.97750602548563e-05,1.42611003487447e-05,1.00750397977745e-05
609,1.91990822426824e-05,1.38355107597299e-05,9.76679395425784e-06
610,1.86404167483722e-05,1.34230276164216e-05,9.4682799037793e-06
611,1.80985273130485e-05,1.30232348241055e-05,9.17918091458692e-06
612,1.75728945948084e-05,1.26357298926294e-05,8.89919087121438e-06
613,1.70630158093932e-05,1.22601234788799e-05,8.62801390910661e-06
614,1.65684041928404e-05,1.18960389440259e-05,8.36536405945942e-06
615,1.6088588464136e-05,1.15431119306342e-05,8.11096491126762e-06
616,1.56231123367156e-05,1.120098994567e-05,7.86454928047853e-06
617,1.51715340031e-05,1.08693319672559e-05,7.6258588946887e-06
618,1.47334256879184e-05,1.05478080572041e-05,7.3946440857231e-06
619,1.43083731667382e-05,1.02360989928663e-05,7.17066349598117e-06
620,1.38959753435142e-05,9.93389590597804e-06,6.95368379322048e-06
621,1.34958438060551e-05,9.64089994137662e-06,6.74347939577657e-06
622,1.31076024254551e-05,9.35682191927079e-06,6.53983220877397e-06
623,1.27308869506404e-05,9.08138201438646e-06,6.34253136622132e-06
624,1.23653446224559e-05,8.81430944543737e-06,6.15137298720647e-06
625,1.20106338024062e-05,8.55534217147902e-06,5.96615993586624e-06
626,1.16664236087249e-05,8.30422660458296e-06,5.78670159223638e-06
627,1.13323935744258e-05,8.0607173288394e-06,5.61281363087307e-06
628,1.10082333029116e-05,7.82457682846349e-06,5.44431780724608e-06
629,1.06936421431225e-05,7.59557522511667e-06,5.28104175034905e-06
630,1.0388328881783e-05,7.37349002710719e-06,5.12281876463572e-06
631,1.00920114307623e-05,7.15810588425292e-06,4.9694876371742e-06
632,9.80441653153363e-06,6.94921435429041e-06,4.8208924516846e-06
633,9.52527948405724e-06,6.74661366861784e-06,4.67688241079234e-06
634,9.25434385368185e-06,6.5501085212416e-06,4.53731166139004e-06
635,8.99136121712552e-06,6.35950984739786e-06,4.40203912899229e-06
636,8.73609089868665e-06,6.17463462448953e-06,4.27092835686427e-06
637,8.48829972843745e-06,5.99530567002571e-06,4.14384734959139e-06
638,8.24776179064735e-06,5.82135144988616e-06,4.02066842319915e-06
639,8.01425820640134e-06,5.65260589624472e-06,3.90126806026903e-06
640,7.78757689179344e-06,5.48890822282821e-06,3.7855267710496e-06
641,7.56751235764241e-06,5.33010275971524e-06,3.67332895634398e-06
642,7.3538654774552e-06,5.17603877614459e-06,3.56456277927908e-06
643,7.14644330912506e-06,5.0265703289698e-06,3.45912003762994e-06
644,6.94505887510743e-06,4.88155609834617e-06,3.35689604336054e-06
645,6.7495309914456e-06,4.74085924306866e-06,3.25778950405198e-06
646,6.55968406748642e-06,4.60434724935954e-06,3.16170241121405e-06
647,6.37534793734851e-06,4.47189179431096e-06,3.06853992926293e-06
648,6.1963576840629e-06,4.34336860710705e-06,2.97821029027201e-06
649,6.02255347592617e-06,4.21865733768456e-06,2.89062469238655e-06
650,5.85378040285356e-06,4.0976414299454e-06,2.80569720012558e-06
651,5.68988831517458e-06,3.98020799774468e-06,2.72334465023505e-06
652,5.53073168929608e-06,3.86624770809529e-06,2.64348655931723e-06
653,5.3761694591703e-06,3.75565466359529e-06,2.56604503479085e-06
654,5.22606489417043e-06,3.64832629184964e-06,2.49094468873778e-06
655,5.08028545254113e-06,3.54416324022111e-06,2.41811255585755e-06
656,4.93870265194651e-06,3.44306926935989e-06,2.34747801264312e-06
657,4.80119193757567e-06,3.34495115217326e-06,2.27897270110855e-06
658,4.66763256978808e-06,3.24971858167711e-06,2.21253045185055e-06
659,4.53790748977667e-06,3.15728407052074e-06,2.1480872149926e-06
660,4.41190321209817e-06,3.06756286483356e-06,2.08558098735434e-06
661,4.28950971476105e-06,2.98047285351988e-06,2.02495174717043e-06
662,4.17062031710103e-06,2.89593448687953e-06,1.96614138803231e-06
663,4.05513159673632e-06,2.81387068934436e-06,1.9090936559385e-06
664,3.94294326744316e-06,2.73420678686964e-06,1.85375408945365e-06
665,3.83395808878362e-06,2.65687042300122e-06,1.80006995909032e-06
666,3.72808177817596e-06,2.58179149148496e-06,1.74799021357419e-06
667,3.62522290342504e-06,2.50890205677479e-06,1.69746542111326e-06
668,3.52529280944758e-06,2.43813629341449e-06,1.648447720215e-06
669,3.42820551568757e-06,2.36943041043158e-06,1.60089076539638e-06
670,3.33387764528403e-06,2.30272259382769e-06,1.55474968011049e-06
671,3.24222834446886e-06,2.23795293774476e-06,1.50998100689748e-06
672,3.15317919463709e-06,2.1750633869555e-06,1.46654266253154e-06
673,3.06665414151475e-06,2.11399767724441e-06,1.42439389283489e-06
674,2.98257942432656e-06,2.05470127911944e-06,1.38349522948999e-06
675,2.90088350007878e-06,1.99712134218988e-06,1.34380844818427e-06
676,2.8214969824969e-06,1.94120664032127e-06,1.30529652830891e-06
677,2.74435256142347e-06,1.8869075255612e-06,1.2679236145452e-06
678,2.66938495641078e-06,1.83417587051871e-06,1.2316549780067e-06
679,2.59653083856115e-06,1.78296502739705e-06,1.19645698060111e-06
680,2.52572877923463e-06,1.73322977692347e-06,1.16229703972515e-06
681,2.45691918654423e-06,1.6849262852725e-06,1.1291435941807e-06
682,2.39004425406364e-06,1.63801205832481e-06,1.09696607031307e-06
683,2.32504789976495e-06,1.59244590358654e-06,1.06573485236794e-06
684,2.26187571961134e-06,1.54818788422606e-06,1.03542124896272e-06
685,2.20047492893727e-06,1.50519928288073e-06,1.00599746555297e-06
686,2.14079432092618e-06,1.46344256357622e-06,9.77436573901258e-07
687,2.08278420554819e-06,1.42288133009316e-06,9.49712485875942e-07
688,2.02639637780777e-06,1.38348029821156e-06,9.22799925029416e-07
689,1.97158406400888e-06,1.34520525352233e-06,8.96674402173225e-07
690,1.91830188023268e-06,1.3080230205631e-06,8.71312188066575e-07
691,1.86650578593017e-06,1.27190143328626e-06,8.46690291766983e-07
692,1.81615304972738e-06,1.23680929797754e-06,8.22786433984923e-07
693,1.76720220301796e-06,1.20271636838698e-06,7.99579027321862e-07
694,1.71961300576839e-06,1.16959331064592e-06,7.77047151956367e-07
695,1.67334640988059e-06,1.13741167917514e-06,7.55170536104188e-07
696,1.62836451522708e-06,1.10614388948438e-06,7.33929533813793e-07
697,1.58463054522606e-06,1.07576318753022e-06,7.13305106092577e-07
698,1.54210880531913e-06,1.04624362617933e-06,6.93278801144892e-07
699,1.50076465121884e-06,1.0175600404505e-06,6.73832736386437e-07
700,1.46056446448384e-06,9.89688022201562e-07,6.54949579570463e-07
