"hx","exp1","exp2","exp3","exp4","exp5","exp6","exp7","exp8","exp9","exp10","exp11","exp12"
300,0.997484728710025,0.996160307175426,0.992225101814143,0.951538015089959,0.999084129268612,0.998051200283462,0.995827538247566,0.964347972782995,0.99867097019176,0.99783932429778,0.995581006170903,0.970382442416341
301,0.99604743083004,0.994960403167747,0.990559052202888,0.949651770168311,0.997775742509486,0.996368145982815,0.9942280945758,0.962323567452061,0.997769128536169,0.99679172395731,0.994404351009309,0.968752716210343
302,0.992454186130075,0.99184065274778,0.987967419474269,0.946894950667441,0.994504775611671,0.993444946408008,0.991515994436718,0.958837091604341,0.994636415416746,0.994139985595495,0.991737265976362,0.965840938722295
303,0.988860941430111,0.988240940724742,0.984450203628286,0.942687173534533,0.987701164464216,0.98768712906369,0.986091794158554,0.953776078277006,0.989415226884374,0.989229358999542,0.987135236899906,0.961169056931769
304,0.978799856270212,0.98080153587713,0.978711588300629,0.937173534532792,0.981159230668586,0.981929311719373,0.981015299026426,0.948433897542597,0.981251186633757,0.982321744254567,0.98044137642506,0.955084745762712
305,0.970894717930291,0.972402207823374,0.970751573491299,0.930208937899013,0.971869684678791,0.974222694658517,0.973922114047288,0.941460945847157,0.972470096829315,0.974726641786159,0.973590628595335,0.948609300304216
306,0.96298957959037,0.964722822174226,0.963532025175861,0.923244341265235,0.961664267957608,0.965453095934095,0.965994436717663,0.933756958893325,0.962929561420163,0.96611667648792,0.965720112958895,0.941373315949587
307,0.947179302910528,0.950323974082073,0.951869677897075,0.912652350551364,0.950019625801387,0.95553193374081,0.956258692628651,0.924872068829781,0.951917600151889,0.955771623125778,0.956411463236063,0.932637983485441
308,0.938196191160618,0.940964722822174,0.942984079970381,0.904817179338363,0.936935758210127,0.944104880857472,0.946383866481224,0.916043412247652,0.939054490222138,0.944117069338048,0.945821566781717,0.923011734028683
309,0.92597915918074,0.93016558675306,0.933358015549796,0.896546720835752,0.924375245322517,0.932146337142351,0.935326842837274,0.905808918630152,0.925384469337384,0.932266090486479,0.934839451940174,0.913146458061712
310,0.91699604743083,0.920806335493161,0.924102184376157,0.887986070806732,0.911814732434908,0.920985029674905,0.924826147426982,0.895686891975482,0.909910765141447,0.918123485890133,0.922210019872398,0.901781833985224
311,0.89902982393101,0.904247660187185,0.910033320992225,0.876088218224028,0.898076671464085,0.907697758880326,0.912795549374131,0.884721363099589,0.894199734194038,0.903653506187389,0.909188369417425,0.890004345936549
312,0.880704275961193,0.885529157667387,0.893372824879674,0.861578641903656,0.883291901085961,0.893436088227478,0.899374130737135,0.87274363155823,0.879248148851339,0.888626988803771,0.895460725865495,0.87729248152977
313,0.864893999281351,0.872570194384449,0.880414661236579,0.849825885084156,0.865497841161847,0.876871290636903,0.884700973574409,0.859641230388573,0.863726979305107,0.874287959143587,0.882569814872921,0.865558452846588
314,0.851239669421488,0.857211423086153,0.866716031099593,0.837782936738247,0.850451393431898,0.861546638320489,0.870584144645341,0.847101164033065,0.846639453199165,0.858475741504616,0.868240769793955,0.852107779226423
315,0.837585339561624,0.843772498200144,0.854683450573862,0.826755658734765,0.83239565615596,0.84480467711932,0.855632823365786,0.83366136197492,0.828317827985571,0.841386760950697,0.852342851166196,0.83761408083442
316,0.817822493711822,0.825533957283417,0.838022954461311,0.811665699361579,0.817218369750098,0.829834352024094,0.841515994436718,0.820783894730923,0.810233529523448,0.823413867609507,0.83592197468884,0.82283789656671
317,0.801652892561983,0.809935205183585,0.823583857830433,0.798752176436448,0.798508439094596,0.811940827354061,0.825034770514604,0.805994489118821,0.793288399468388,0.806226674523669,0.82023323920092,0.808626684050413
318,0.784764642472152,0.79217662586993,0.808404294705665,0.78554846198491,0.780714379170483,0.795376029763487,0.809666203059805,0.792161052690772,0.775061704955383,0.788482943756957,0.803943102185964,0.79367666232073
319,0.767157743442328,0.775377969762419,0.793965198074787,0.772344747533372,0.761219416459505,0.778191159535831,0.793810848400556,0.777933981892819,0.756360356939434,0.770313625351928,0.786790084719172,0.778096479791395
320,0.751347466762487,0.758339332853372,0.778600518326546,0.758415554265815,0.742378647128091,0.759766144034015,0.776008344923505,0.762076140133836,0.737896335674957,0.751882406861782,0.769401736220061,0.762146892655367
321,0.732662594322673,0.740340772738181,0.761754905590522,0.743035403366222,0.724977103231715,0.743467091859332,0.760848400556328,0.748130236742957,0.720239225365483,0.733942251031232,0.752797824495346,0.746892655367232
322,0.714696370822853,0.722582193424526,0.745279526101444,0.727945443993035,0.707183043307602,0.723536185667464,0.742350486787204,0.731934994095484,0.702724511106892,0.716263995285799,0.735644807028554,0.73116036505867
323,0.696730147323033,0.705303575713943,0.728989263235839,0.71329077190946,0.690697370142614,0.706439897245106,0.725730180806676,0.716976888039139,0.685209796848301,0.698880377136122,0.719223930551198,0.716036505867014
324,0.677685950413223,0.686105111591073,0.709737134394669,0.696459663377829,0.672510794190763,0.687837718132696,0.707858136300417,0.700612944947422,0.667647617239415,0.681398546454528,0.702776906181362,0.700760538896132
325,0.657204455623428,0.666666666666667,0.690855238800444,0.678612884503772,0.653670024859348,0.669501284436177,0.690820584144645,0.685092504076927,0.65041769508259,0.664014928304852,0.685963811316808,0.685310734463277
326,0.637441609773626,0.646748260139189,0.671788226582747,0.66134648868253,0.634829255527934,0.650544778102578,0.672878998609179,0.6690659618737,0.631241693563699,0.644241471878478,0.666875849806506,0.667948717948718
327,0.623068630973769,0.631869450443964,0.657719363198815,0.648142774230992,0.619259453094335,0.634600053149083,0.657858136300417,0.654895124557161,0.614344028858933,0.62715249132456,0.649984311264512,0.651629726205997
328,0.60797700323392,0.61699064074874,0.642169566827101,0.633778293673825,0.601334554494309,0.61608645584197,0.639290681502086,0.638081313614126,0.596402126447693,0.609277810515288,0.632491371195482,0.635310734463277
329,0.59396334890406,0.6006719462443,0.627175120325805,0.619413813116657,0.586549784116185,0.600230312693773,0.62336578581363,0.62312320755778,0.580596164799696,0.592548942578406,0.616175086288045,0.619230769230769
330,0.577434423284226,0.586033117350612,0.613846723435765,0.607080673244341,0.570587465654848,0.584285587740278,0.607232267037552,0.607827700612945,0.563983292196696,0.57519806193937,0.599205104068612,0.603020425901782
331,0.561624146604384,0.567554595632349,0.594409477971122,0.590394660475914,0.555671856600811,0.567720790149703,0.591515994436718,0.592869594556599,0.547750142396051,0.558141818896091,0.582156678171739,0.587114298131247
332,0.545095220984549,0.551715862730981,0.57904479822288,0.576320371445154,0.538531990056261,0.550004429090265,0.574339360222531,0.576674351909127,0.531754319346877,0.541216525895371,0.565657358016944,0.571251629726206
333,0.532878189004671,0.539236861051116,0.565346168085894,0.563697040046431,0.525448122465001,0.536097085658606,0.560709318497914,0.563290783332396,0.517799506360357,0.526353696064951,0.550674615625981,0.556910039113429
334,0.516708587854833,0.52267818574514,0.547945205479452,0.548171793383633,0.510009158707314,0.5205066879263,0.545688456189152,0.548838778608784,0.5033225745206,0.511032541085576,0.5350643238155,0.54180790960452
335,0.502335609054977,0.50755939524838,0.533506108848575,0.535113174695299,0.494308517597802,0.504119053946319,0.530180806675939,0.533768205589608,0.488893108031137,0.495613173574281,0.519349440435101,0.526531942633638
336,0.491915199425081,0.495080393568515,0.520362828582007,0.522199651770168,0.47808452178464,0.487199929134556,0.513769123783032,0.518303998200529,0.475792671349915,0.481666994041773,0.504811212216295,0.512559756627553
337,0.47502694933525,0.47732181425486,0.503146982599037,0.505948926291352,0.464084783461991,0.472406767649925,0.497913769123783,0.503402125625597,0.46212265046516,0.467786289530544,0.49019454032005,0.498261625380269
338,0.461731943945383,0.463162946964243,0.489448352462051,0.492309924550203,0.451131754546644,0.45805651519178,0.483240611961057,0.488668953494911,0.447218530472755,0.452890722189485,0.474427361154691,0.48315949587136
339,0.450233560905498,0.450923926085913,0.47408367271381,0.477510156703424,0.437262854899908,0.442997608291257,0.467315716272601,0.473598380475735,0.434260489842415,0.439435605316572,0.460621273925322,0.469556714471969
340,0.434782608695652,0.435085193184545,0.458348759718623,0.462565293093442,0.426141567447337,0.430773319160245,0.454102920723227,0.460552212787494,0.422014429466489,0.425980488443659,0.446422968308754,0.456301607996523
341,0.42400287459576,0.42260619150468,0.445575712699,0.450087057457922,0.41318853853199,0.417308884755071,0.440403337969402,0.446831243322274,0.409531042339092,0.412754534145224,0.432721472649304,0.442698826597132
342,0.410707869205893,0.407727381809455,0.430211032950759,0.435287289611143,0.401151380348031,0.404464522986978,0.42663421418637,0.433391441264129,0.397142585912284,0.399070254697833,0.419203012237214,0.429204693611473
343,0.397412863816026,0.394528437724982,0.417252869307664,0.421938479396402,0.388983383488159,0.3911772521924,0.412726008344923,0.420345273575887,0.385086386937536,0.386204413016434,0.405213889760485,0.415493263798348
344,0.385914480776141,0.380849532037437,0.403184005923732,0.409170052234475,0.37746958000785,0.378421472229604,0.399791376912378,0.407748973738964,0.373599772166319,0.37392784652655,0.392166091413032,0.402498913515863
345,0.374775422206252,0.369090472762179,0.389300259163273,0.395821242019733,0.368834227397619,0.366994419346266,0.387134909596662,0.394815273013552,0.361591038541864,0.360079879525961,0.378020081581425,0.388548457192525
346,0.36399568810636,0.356611471082313,0.376712328767123,0.384939059779454,0.357058746565485,0.354592966604659,0.37461752433936,0.381825338806726,0.350389215872413,0.348097950631834,0.365495241083569,0.375836592785745
347,0.351419331656486,0.344372450203984,0.364309514994447,0.372896111433546,0.346591652492477,0.343431659137213,0.362656467315716,0.369622673339706,0.339519650655022,0.335526746546193,0.351872189101558,0.362146892655367
348,0.339202299676608,0.331653467722582,0.351351351351351,0.360127684271619,0.336386235771294,0.332358933475064,0.350208623087622,0.356970140021369,0.329267134991456,0.324821580567014,0.340550151657776,0.350608431116906
349,0.330219187926698,0.322054235661147,0.339133654202147,0.347939640162507,0.325264948318723,0.321109044202321,0.338038942976356,0.344711241072935,0.318872223277008,0.313723564460158,0.328652860579437,0.338222511951325
